"ID","Text","Retweets","Likes","Dato","Link","Formatteret_Date","Hashtags"
"1256915740432760835","The Fake News doesn’t show real polls. Lamestream Media is totally CORRUPT, the Enemy of the People!","16859","65928","2020-05-03 11:57:19+00:00","https://twitter.com/realDonaldTrump/status/1256915740432760835","Sun May 03 11:57:19 AM +0000 2020",""

"1256911953903202307",".@PeteHegseth “Oh bye the way, I appreciate the message from former President Bush, but where was he during Impeachment calling for putting partisanship aside.” @foxandfriends He was nowhere to be found in speaking up against the greatest Hoax in American history!","29649","122389","2020-05-03 11:42:16+00:00","https://twitter.com/realDonaldTrump/status/1256911953903202307","Sun May 03 11:42:16 AM +0000 2020",""

"1256788149113520129","Beautiful, thank you to our GREAT @BlueAngels and @AFThunderbirds!","12661","61526","2020-05-03 03:30:19+00:00","https://twitter.com/realDonaldTrump/status/1256788149113520129","Sun May 03 3:30:19 AM +0000 2020",""

"1256721351722876933","No reason to turn it down, except politics. We have plenty of testing. Maybe you need a new Doctor over there. Crazy Nancy will use it as an excuse not to show up to work!","15893","58984","2020-05-02 23:04:53+00:00","https://twitter.com/realDonaldTrump/status/1256721351722876933","Sat May 02 11:04:53 PM +0000 2020",""

"1256720284540981248","The Democrats are just, as always, looking for trouble. They do nothing constructive, even in times of crisis. They don’t want to blame their cash cow, China, for the plague. China is blaming Europe. Dr. Fauci will be testifying before the Senate very soon! #DONOTHINGDEMOCRATS","17143","54354","2020-05-02 23:00:39+00:00","https://twitter.com/realDonaldTrump/status/1256720284540981248","Sat May 02 11:00:39 PM +0000 2020","#DONOTHINGDEMOCRATS"

"1256713236331794437","Not much time to sleep. Thank you!","18934","77706","2020-05-02 22:32:38+00:00","https://twitter.com/realDonaldTrump/status/1256713236331794437","Sat May 02 10:32:38 PM +0000 2020",""

"1256711660787695616","So true, although Honest Abe wasn’t bad. Thank you!","21759","102132","2020-05-02 22:26:23+00:00","https://twitter.com/realDonaldTrump/status/1256711660787695616","Sat May 02 10:26:23 PM +0000 2020",""

"1256702883199881216","She was thrown off The View like a dog, Zero T.V. Personas. Now Wallace is a 3rd rate lapdog for Fake News MSDNC (Concast). Doesn’t have what it takes!","15430","58007","2020-05-02 21:51:30+00:00","https://twitter.com/realDonaldTrump/status/1256702883199881216","Sat May 02 9:51:30 PM +0000 2020",""

"1256698677864861697","Very cool. Please thank him!","42959","201677","2020-05-02 21:34:47+00:00","https://twitter.com/realDonaldTrump/status/1256698677864861697","Sat May 02 9:34:47 PM +0000 2020",""

"1256696015702425601","I, for one, am glad to see he is back, and well!","25587","123146","2020-05-02 21:24:13+00:00","https://twitter.com/realDonaldTrump/status/1256696015702425601","Sat May 02 9:24:13 PM +0000 2020",""

"1256693593961627655","Border Wall is going up FAST. Over 172 miles already built. 450 miles by early next year, or sooner! Dems want OPEN BORDERS. I want STRONG BORDERS!","25575","98724","2020-05-02 21:14:35+00:00","https://twitter.com/realDonaldTrump/status/1256693593961627655","Sat May 02 9:14:35 PM +0000 2020",""

"1256691828516151296","The Impeachment Hoax will be exposed. Crazy Nancy gets Nothing Done, that’s why she got thrown out as Speaker the first time. Also, she should come back to Washington now!","16613","53349","2020-05-02 21:07:34+00:00","https://twitter.com/realDonaldTrump/status/1256691828516151296","Sat May 02 9:07:34 PM +0000 2020",""

"1256687254703157252","I hate to be promoting AT&T, but @OANN is Great News, not Fake News. Everybody should be carrying them!","17314","60252","2020-05-02 20:49:24+00:00","https://twitter.com/realDonaldTrump/status/1256687254703157252","Sat May 02 8:49:24 PM +0000 2020",""

"1256683935444226048","That’s right Jack. Keep up the good work!","9704","43176","2020-05-02 20:36:12+00:00","https://twitter.com/realDonaldTrump/status/1256683935444226048","Sat May 02 8:36:12 PM +0000 2020",""

"1256676153630363649","","46016","149991","2020-05-02 20:05:17+00:00","https://twitter.com/realDonaldTrump/status/1256676153630363649","Sat May 02 8:05:17 PM +0000 2020",""

"1256630090328346624","Thank you Michael. You also!","14136","54090","2020-05-02 17:02:15+00:00","https://twitter.com/realDonaldTrump/status/1256630090328346624","Sat May 02 5:02:15 PM +0000 2020",""

"1256628709496369152","The Russia Hoax is the biggest political scandal in American history. Treason!!! Lets see how it ends????","36195","106670","2020-05-02 16:56:46+00:00","https://twitter.com/realDonaldTrump/status/1256628709496369152","Sat May 02 4:56:46 PM +0000 2020",""

"1256589520608378881","Thank you!","18128","106657","2020-05-02 14:21:02+00:00","https://twitter.com/realDonaldTrump/status/1256589520608378881","Sat May 02 2:21:02 PM +0000 2020",""

